	C3L.00104	C3L.00365	C3L.00674	C3L.00677	C3L.01040	C3L.01043	C3L.01045	C3L.01046	C3L.01048	C3L.01049	C3L.01061	C3L.01142	C3L.01146	C3L.01149	C3L.01154	C3L.01155	C3L.01156	C3L.01157	C3L.01327	C3L.01887	C3L.02465	C3L.02504	C3L.02542	C3L.02642	C3L.02704	C3L.02705	C3L.02707	C3L.02955	C3L.02970	C3L.03260	C3L.03266	C3L.03387	C3L.03390	C3L.03392	C3L.03400	C3L.03405	C3L.03407	C3L.03681	C3L.03727	C3L.03728	C3L.03744	C3L.03748	C3L.03968	C3L.04084	C3N.00661	C3N.00662	C3N.00665	C3N.01192	C3N.01196	C3N.01334	C3N.01364	C3N.01366	C3N.01367	C3N.01368	C3N.01369	C3N.01505	C3N.01515	C3N.01517	C3N.01518	C3N.01798	C3N.01814	C3N.01815	C3N.01816	C3N.01818	C3N.01851	C3N.01852	C3N.01856	C3N.01857	C3N.02181	C3N.02183	C3N.02185	C3N.02186	C3N.02188	C3N.02190	C3N.02255	C3N.02256	C3N.02769	C3N.02770	C3N.02782	C3N.02783	C3N.02784	C3N.02785	C3N.02786	C3N.02788	C3N.03088	C3N.03180	C3N.03182	C3N.03183	C3N.03184	C3N.03186	C3N.03188	C3N.03473
Q9BSJ6	-0.045454545	1.713207547	1.245901639	0.157389635	-2.700404858	0.995983936	-0.344936709	-2.465045593	-0.185064935	0.331428571	2.39238653	-2.242236025	-1.146341463	3.232283465	1.507692308	-1.059574468	0.589108911	-1.194503171	-0.231132075	1.096899225	0.545064378	0.930348259	2.819727891	-0.745967742	0.392561983	0.925925926	-0.232673267	-0.41697417	3.186721992	0.177777778	-2.861538462	-0.911111111	2.438235294	-2.006734007	-0.169064748	1.723214286	-1.146017699	-0.844827586	NA	-0.869955157	-1.493562232	1.359813084	4.498652291	-0.024	0.259887006	2.608333333	NA	-0.224390244	2.72979798	NA	0.477653631	-1.236883943	-2.423387097	NA	-1.6875	0.386861314	-1.158119658	1.302919708	-1.176470588	2.843902439	3.994923858	-0.3507109	-1.982089552	0.297169811	-1.721153846	NA	-0.673076923	-0.699658703	1.125490196	-0.960714286	0.194736842	0.487654321	-0.581081081	1.291666667	2.146031746	3.313829787	1.593360996	3.123809524	-0.112840467	-1.602409639	2.263565891	1.03960396	2.460732984	-2.17218543	-1.749295775	NA	-0.923444976	-0.941860465	NA	-1.428571429	-2.633187773	2.715817694
Q13526	-0.527272727	-0.38490566	1.295081967	0.571976967	0.71659919	-2.004016064	0.351265823	-1.94224924	-1.100649351	-2.297142857	0.040995608	-0.422360248	-0.12195122	1.299212598	-1.587692308	2.221276596	1.836633663	1.849894292	0.801886792	3.395348837	0.922746781	-0.721393035	1.295918367	1.274193548	-0.479338843	0.04526749	1.698019802	1.856088561	-0.390041494	1.872222222	-0.21025641	1.311111111	0.961764706	-0.387205387	-1.424460432	-0.580357143	-0.924778761	-0.803448276	-0.889423077	2.00896861	-0.673819742	-1.607476636	-0.495956873	1.88	-3.314500942	0.758333333	-0.858490566	-0.956097561	-0.606060606	0.298701299	-0.097765363	-0.709062003	-0.991935484	-0.712062257	-1.110294118	-0.419708029	-0.841880342	0.080291971	-1.171945701	0.014634146	1.406091371	-0.132701422	-0.313432836	2.188679245	0.240384615	-0.398907104	-2.871794872	2.068259386	-3.207843137	-1.664285714	1.684210526	2.851851852	-1.752252252	-2.592592593	2.949206349	0.638297872	0.439834025	1.09047619	-0.412451362	-0.0562249	-0.30620155	1.531353135	-0.191099476	2.675496689	1.673239437	1.64548495	-0.428229665	-1.450581395	-0.131805158	2.60952381	2.43231441	0.54155496
Q9Y237	-2.536363636	-0.350943396	0.004098361	-0.737044146	1.230769231	-1.224899598	2.541139241	0.066869301	-0.13961039	-0.556190476	1.560761347	-0.254658385	-0.483739837	0.781496063	1.246153846	-0.05106383	-0.787128713	-0.577167019	0.117924528	0.88372093	2.193133047	-1.950248756	2.142857143	-0.818548387	0.859504132	-0.329218107	-0.45049505	1.346863469	-1.477178423	1.527777778	0.687179487	0.988888889	2.394117647	-0.454545455	4.226618705	2.691964286	0.473451327	-2.893103448	5.788461538	2.103139013	1.412017167	-1.056074766	1.361185984	0.848	-2.048964218	-0.604166667	-2.141509434	0.609756098	1.265151515	-2.032467532	-0.240223464	-2.124006359	-0.830645161	0.544747082	0.808823529	-1.682481752	1.773504274	-0.197080292	-1.447963801	3.897560976	-1.939086294	-0.952606635	1.071641791	-0.79245283	-0.711538462	-0.879781421	-0.397435897	1.064846416	-1.784313725	0.767857143	-0.563157895	-1.160493827	-2.184684685	-2.143518519	0.882539683	4.122340426	-2.55186722	-0.814285714	0.478599222	-0.497991968	0.887596899	-1.656765677	0.123036649	-0.251655629	-1.214084507	-0.451505017	1.320574163	0.575581395	-0.160458453	-2.857142857	0.737991266	2.337801609
Q96BK5	0.754545455	-0.671698113	NA	-0.852207294	-0.182186235	NA	-0.234177215	0.006079027	2.350649351	0.415238095	0.266471449	1.922360248	-1.735772358	1	NA	-1.404255319	NA	-1.173361522	0.033018868	-0.282945736	0.356223176	-0.184079602	2.047619048	0.971774194	-0.578512397	1.83127572	NA	NA	NA	-0.344444444	0.282051282	3.562962963	-0.523529412	NA	-0.201438849	NA	0.716814159	NA	1.980769231	NA	1.369098712	0.962616822	2.835579515	1.696	0.866290019	0.35	-2.995283019	1.165853659	-0.694444444	-2.532467532	-1.835195531	0.839427663	-0.060483871	1.961089494	1.731617647	0.532846715	-1.256410256	NA	-4.533936652	-0.312195122	1.741116751	0.165876777	-0.280597015	NA	-1.1875	-3.535519126	1.060897436	-0.5221843	NA	NA	-0.957894737	-0.240740741	-1.522522523	-3.532407407	1.333333333	2.021276596	-0.186721992	-1.071428571	0.175097276	-0.477911647	NA	1.435643564	-1.484293194	-1.052980132	-1.470422535	-0.073578595	NA	1.188953488	1.358166189	NA	0.663755459	-0.136729223
P48426	0.95	-2.890566038	5.336065574	0.479846449	-1.388663968	0.34939759	-1.136075949	0.179331307	-2.347402597	-1.52	-1.197657394	-0.217391304	-1.512195122	-1.092519685	-2.341538462	1.161702128	2.435643564	1.257928118	-1.533018868	2.38372093	2.579399142	-2.298507463	-1.806122449	-2.576612903	-0.669421488	2.238683128	0.757425743	6.051660517	0.153526971	7.1	1.969230769	1.766666667	-2.811764706	-0.781144781	-0.201438849	-2.415178571	1.150442478	-0.755172414	-1.985576923	3.031390135	-0.665236052	-1.08411215	0.846361186	-2.748	-0.011299435	-2.341666667	-1.636792453	-1.67804878	-1.573232323	0.279220779	-0.597765363	0.219395866	0.77016129	-2.591439689	5.205882353	-3.824817518	-0.696581197	-2.094890511	-1.891402715	-0.756097561	0.172588832	3.436018957	-2.086567164	-1.716981132	2.826923077	-0.103825137	0.092948718	0.402730375	-0.996078431	1.3	-1.989473684	4.685185185	-2.112612613	0.203703704	1.295238095	-0.127659574	-1.31120332	-0.161904762	-2.953307393	3.361445783	0.337209302	2.623762376	-0.979057592	2.245033113	4.825352113	6.511705686	-1.767942584	-1.113372093	-1.790830946	3.157142857	0.174672489	0.707774799
P78356	0.822727273	-1.573584906	0.967213115	-1.608445298	0.056680162	-1.530120482	-1.009493671	-1.729483283	-0.834415584	-1.843809524	0.445095168	-1.316770186	-0.467479675	0.724409449	-0.452307692	2.795744681	1.277227723	1.710359408	-1.83490566	3.701550388	-0.13304721	0.064676617	1.153061224	1.697580645	0.363636364	-0.724279835	0.811881188	3.188191882	0.149377593	3.861111111	0.851282051	1.862962963	-0.847058824	-0.501683502	-1.805755396	-0.522321429	-0.796460177	-1.734482759	-0.639423077	0.506726457	-2.690987124	-1.761682243	-1.541778976	0.204	-1.97740113	0.391666667	-1.268867925	-1.136585366	-1.631313131	1.168831169	-1.416201117	0.419713831	-1.298387097	-0.918287938	0.202205882	-4.138686131	-0.055555556	-0.645985401	-1.153846154	0.868292683	2.147208122	-1.180094787	-1.4	1.698113208	0.793269231	-0.639344262	-1.112179487	1.392491468	-1.57254902	-0.446428571	0.852631579	2.919753086	-1.099099099	-0.148148148	2.961904762	2.260638298	-1.348547718	0.652380952	-1.214007782	1.172690763	-1.480620155	0.891089109	-2.272251309	2.705298013	2.354929577	1.705685619	-2.681818182	-1.5	-0.681948424	2.414285714	2.886462882	-1.101876676
Q8TBX8	0.5	-0.766037736	0.946721311	-0.380038388	-0.097165992	-1.481927711	-0.287974684	2.726443769	-1.068181818	-0.99047619	-0.450951684	-0.99068323	-0.857723577	-1.883858268	-1.166153846	0.574468085	-0.99009901	2.285412262	-1.113207547	1.709302326	-0.064377682	1.134328358	-0.534013605	1.495967742	2.495867769	0.613168724	14.31188119	1.140221402	0.215767635	12.03333333	0.41025641	1.581481481	-1.135294118	-0.313131313	-1.071942446	-0.446428571	-0.774336283	-0.734482759	-0.764423077	0.784753363	0.515021459	0.046728972	2.738544474	-0.16	11.59698682	-0.4875	-0.216981132	-0.87804878	-0.702020202	0.519480519	-0.025139665	-0.019077901	0.463709677	-0.836575875	-1.099264706	-1.602189781	-1.179487179	-0.583941606	-1.280542986	-0.785365854	-0.76142132	0.146919431	0.570149254	-0.20754717	-0.043269231	-1.546448087	0.070512821	0.822525597	-0.462745098	5.389285714	0.647368421	2.37654321	0.504504505	-0.87037037	0.473015873	-0.308510638	1.095435685	1.904761905	-0.583657588	0.75502008	-0.810077519	-0.326732673	-0.384816754	1.066225166	1.43943662	2.484949833	-0.222488038	2.555232558	-1.484240688	0.828571429	1.917030568	-1.008042895
Q86T03	0.995454545	-0.166037736	-0.368852459	1.285988484	1.222672065	-0.301204819	-0.901898734	0.869300912	0.961038961	0.601904762	1.183016105	0.285714286	2.691056911	1.631889764	2.144615385	3.463829787	2.767326733	0.746300211	-0.882075472	2.879844961	-0.150214592	-2.323383085	0.448979592	1.120967742	0.301652893	-2.111111111	-0.945544554	1.284132841	0.510373444	1.494444444	0.025641026	-0.714814815	0.002941176	-0.36026936	1.827338129	0.973214286	-0.53539823	-0.05862069	-2.091346154	-2.089686099	-1.154506438	0.448598131	0.226415094	-0.252	-1.996233522	1.079166667	-1.169811321	0.312195122	0.373737374	-1.603896104	-1.51396648	-1.354531002	-0.419354839	0.159533074	-1.341911765	-0.343065693	-2.337606838	-1.810218978	-1.380090498	-1.746341463	-1.695431472	-0.691943128	-2.107462687	-1.830188679	1.504807692	-2.732240437	0.676282051	-1.52559727	-2.164705882	-1.582142857	-1.336842105	-3.364197531	-2.216216216	-1.958333333	-0.86984127	-1.925531915	-2.248962656	0.085714286	0.692607004	-1.080321285	-1.050387597	-0.570957096	-1.068062827	1.894039735	-1.490140845	1.080267559	-0.009569378	-0.546511628	-1.713467049	-0.128571429	-1.27510917	0.908847185
Q8N4L2	-0.690909091	-2.660377358	-1.946721311	-1.3243762	-1.064777328	-2.196787149	3.5	0.051671733	-2.652597403	-1.325714286	-1.256222548	1.102484472	1.967479675	-1.334645669	0.575384615	-2.70212766	-0.415841584	2.484143763	-3.094339623	-0.953488372	-3.077253219	1.089552239	-0.901360544	0.427419355	2.752066116	-2.024691358	-3.202970297	0.051660517	-0.331950207	-0.722222222	-0.764102564	0.577777778	-2.191176471	2.811447811	1.309352518	-1.410714286	2.044247788	-0.803448276	0.394230769	1.331838565	-2.201716738	-1.23364486	-0.981132075	0.056	-1.468926554	-0.725	-1.188679245	-0.907317073	-1.083333333	-0.987012987	-1.106145251	-0.645468998	-0.149193548	0.513618677	-1.602941176	-2.065693431	1.141025641	-1.967153285	-0.814479638	1.068292683	-0.314720812	1.232227488	2.250746269	0.726415094	0.730769231	-2.010928962	0.621794872	0.187713311	0.22745098	0.710714286	1.284210526	0.537037037	0.869369369	0.476851852	-1.165079365	0.063829787	-0.556016598	0.485714286	1.859922179	0.208835341	1.228682171	-0.04290429	-0.90052356	2.062913907	1.723943662	0.879598662	0.590909091	-0.412790698	-2.398280802	0.061904762	1.034934498	-1.316353887
Q99755	0.904545455	-0.173584906	-0.18852459	-1.869481766	0.777327935	-1.329317269	-0.256329114	-0.73556231	-0.422077922	-0.377142857	-0.398243045	-0.47515528	0.426829268	0.196850394	0.498461538	0.544680851	1.594059406	0.378435518	1.231132075	-0.740310078	0.261802575	-0.218905473	-1.003401361	1.403225806	0.173553719	-1.794238683	-1.188118812	1.339483395	-0.991701245	-0.244444444	0.348717949	0.540740741	-0.779411765	-0.026936027	-1.863309353	0.165178571	0.738938053	0.072413793	-1.100961538	-0.143497758	-1.055793991	-0.976635514	0.253369272	-1.156	-2.256120527	-0.35	0.066037736	-1.058536585	-0.396464646	0.766233766	0.203910615	-0.616852146	-0.27016129	0.13229572	-0.875	-1.948905109	-0.230769231	-0.759124088	0.380090498	-1.663414634	-1.304568528	-0.355450237	-1.668656716	0.009433962	0.331730769	0.453551913	1.163461538	-0.511945392	-0.709803922	-0.342857143	-1.952631579	0.469135802	-2.157657658	0.282407407	0.86031746	-0.824468085	-0.091286307	-1.138095238	-1.408560311	0.333333333	-0.635658915	0.491749175	-0.267015707	0.821192053	1.056338028	1.200668896	-2.011961722	-1	-0.131805158	0.076190476	0.061135371	-0.072386059
O14986	-1.086363636	NA	NA	NA	2.222672065	NA	NA	NA	NA	1.238095238	NA	-1.260869565	NA	NA	NA	NA	NA	NA	-0.712264151	0.810077519	-0.772532189	NA	-0.982993197	-1.286290323	-0.640495868	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.316546763	NA	NA	NA	-1.706730769	NA	NA	NA	NA	NA	NA	-1.579166667	0.811320755	NA	-0.234848485	-1.162337662	NA	NA	NA	-2.918287938	0.830882353	-0.919708029	-1.55982906	NA	-1.49321267	NA	-1.416243655	-2.421800948	-0.005970149	NA	0.875	2.142076503	0.157051282	3.010238908	NA	NA	-0.889473684	NA	-1.666666667	-0.824074074	NA	-0.856382979	1.597510373	NA	NA	NA	NA	2.224422442	0.536649215	NA	NA	0.347826087	NA	-1.909883721	-0.593123209	NA	1.877729258	1.463806971
O60331	0.063636364	-1.196226415	0.713114754	0.449136276	0.384615385	-3.044176707	-1.825949367	-1.018237082	-0.600649351	-2.281904762	-1.02489019	0.276397516	0.37804878	-0.431102362	-2.224615385	2.068085106	0.425742574	1.854122622	-0.061320755	3.073643411	-0.91416309	-1.60199005	-1.231292517	2.298387097	0.289256198	0.736625514	0.935643564	1.243542435	0.32780083	1.505555556	-0.143589744	2.592592593	-0.388235294	-0.528619529	-2.363309353	1.232142857	1.761061947	0.989655172	-1.418269231	1.112107623	-0.987124464	-1.598130841	-2.312668464	-0.072	-0.128060264	-0.195833333	-0.726415094	-0.307317073	0.03030303	0.688311688	-1.058659218	-0.655007949	-1.439516129	-2.750972763	-0.878676471	-0.802919708	-1.636752137	-0.740875912	-1.588235294	1.56097561	1.045685279	-1.289099526	0.558208955	2.363207547	0.206730769	0.672131148	-0.801282051	1.781569966	-0.349019608	-0.342857143	1.663157895	1.938271605	-2.310810811	-1.638888889	2.168253968	1.159574468	-1.302904564	2.666666667	-0.809338521	1.100401606	-1.069767442	2.663366337	-2.222513089	2.870860927	2.394366197	1.839464883	-2.586124402	-1.720930233	-0.581661891	1.60952381	2.995633188	-1.780160858
Q9P0Z9	-4.768181818	0.898113208	0.06557377	1.846449136	5.340080972	2.136546185	2.215189873	6.054711246	2.133116883	-0.28952381	-2.424597365	0.307453416	-0.31300813	-3.519685039	1.556923077	4.029787234	-2.584158416	0.34038055	0.273584906	-1.821705426	0.669527897	-1.771144279	-3.119047619	3.774193548	2.632231405	2.580246914	2.846534653	-1.948339483	0.365145228	-0.027777778	1.297435897	0.162962963	0.7	3.552188552	-2.568345324	-1.357142857	0.185840708	6.482758621	0.230769231	-4.591928251	4.309012876	2.574766355	-1.687331536	0.252	4.244821092	-2.55	-0.028301887	-0.16097561	1.724747475	1.311688312	1.991620112	-1.084260731	2.657258065	5.178988327	-3.360294118	2.748175182	0.833333333	-0.222627737	2.669683258	0.687804878	-3.502538071	-1.123222749	2.985074627	2.679245283	-3.028846154	4.994535519	3.163461538	-3.269624573	-3.77254902	-1.775	-2.126315789	-0.358024691	3.414414414	1.731481481	-2.863492063	-7.39893617	4.647302905	-3.361904762	3.684824903	-2.076305221	1.589147287	0.079207921	0.945026178	0.271523179	-0.932394366	-0.882943144	4.772727273	1.13372093	0.76217765	2.095238095	3.742358079	-4.445040214
O00625	-7.090909091	1.445283019	-1.610655738	-0.944337812	-5.526315789	0.048192771	2.117088608	-3.911854103	-2.055194805	-0.259047619	-3.01317716	-4.580745342	-3.341463415	0.037401575	-1.470769231	-4.340425532	-0.361386139	1.198731501	-3.146226415	-1.271317829	-0.69527897	2.07960199	-5.071428571	1.971774194	1.76446281	-0.390946502	-4.836633663	0.177121771	1.182572614	0.766666667	-1.748717949	1.022222222	-1.447058824	-0.212121212	-0.758992806	-1.138392857	-3.384955752	2.613793103	2.947115385	-1.802690583	1.197424893	-1.11682243	-2.266846361	-5.884	-5.450094162	0.275	-1.386792453	0.985365854	-2.633838384	-0.623376623	-3.810055866	-1.192368839	-6.64516129	0.964980545	-1.264705882	-2.321167883	-0.111111111	-0.489051095	1.733031674	2.790243902	2.035532995	1.829383886	-0.958208955	1.188679245	-3.221153846	-3.650273224	1.054487179	-5.313993174	-1.823529412	0.689285714	9.594736842	3.216049383	0.009009009	2.685185185	2.955555556	0.75	2.556016598	-0.59047619	2.357976654	3.124497992	3.61627907	-0.666666667	0.201570681	2.509933775	2.287323944	2.809364548	4.244019139	2.619186047	-3.687679083	-2.119047619	0.711790393	1.986595174
P0C851	NA	NA	NA	1.539347409	NA	NA	-1.727848101	0.130699088	NA	0.205714286	-0.711566618	NA	NA	NA	NA	2.378723404	NA	NA	NA	NA	-2.403433476	NA	NA	-1.254032258	NA	NA	4.301980198	3.210332103	NA	NA	NA	NA	-2.888235294	0.387205387	NA	-0.383928571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.948529412	NA	NA	3.142335766	NA	NA	NA	NA	-2.743283582	NA	3.889423077	NA	NA	NA	1.870588235	NA	-3.657894737	NA	NA	NA	1.53015873	NA	NA	NA	NA	NA	-0.511627907	NA	NA	NA	0.704225352	NA	-1.600478469	NA	NA	2.476190476	NA	0.935656836
Q9UG56	0.036363636	-1.554716981	-0.106557377	3.335892514	-1.473684211	-0.967871486	-1.471518987	-0.954407295	1.324675325	-1.474285714	-0.049780381	-0.770186335	0.150406504	-1.31496063	1.258461538	1.09787234	0.554455446	0.77589852	-1.693396226	2.174418605	-0.527896996	0.054726368	0.942176871	1.423387097	4.194214876	-2.069958848	0.361386139	0	-0.912863071	0.327777778	0.764102564	1.97037037	-0.982352941	0.777777778	-0.68705036	-1.678571429	-0.982300885	-1.848275862	-1.485576923	-1.560538117	-2.068669528	-1.331775701	-0.20754717	0.544	-4.09039548	-1.670833333	-1.509433962	-1.731707317	-2.098484848	-1.214285714	-0.958100559	-0.038155803	-1.536290323	-0.089494163	-0.761029412	-1.784671533	-0.769230769	-1.908759124	-1.959276018	0.082926829	0.598984772	-0.943127962	-1.943283582	0.924528302	0.6875	-2.655737705	-3.128205128	0.897610922	-0.97254902	-0.753571429	1.836842105	-0.413580247	-0.941441441	-2.240740741	0.006349206	0.829787234	0.066390041	1.09047619	-0.322957198	0.112449799	-1.100775194	1.726072607	0.481675393	1.953642384	-0.014084507	1.016722408	0.679425837	-1.613372093	-1.223495702	0.90952381	1.532751092	-0.297587131
Q9GZP4	2.418181818	1.513207547	2.614754098	1.984644914	-1.20242915	-0.891566265	-4.03164557	-1.978723404	-1.957792208	-0.76952381	-0.117130307	-1.111801242	-1.24796748	0.744094488	-1.332307692	0.008510638	-0.683168317	1.414376321	-0.575471698	2.135658915	1.815450644	0.567164179	-0.12585034	2.495967742	-0.123966942	0.238683128	0.693069307	2.328413284	-0.53526971	1.988888889	0.492307692	1.488888889	-1.158823529	-0.925925926	-0.884892086	2.209821429	-0.690265487	-2.689655172	-3.3125	0	1.236051502	-0.85046729	0.776280323	-1.264	-1.619585687	0.0625	-2.693396226	-0.107317073	-1.174242424	0.084415584	-3.061452514	-3.287758347	0.431451613	-1.245136187	-0.558823529	-0.445255474	-0.717948718	-2.832116788	0.009049774	0.024390244	-0.847715736	-1.279620853	-2.752238806	1.08490566	0.764423077	-0.50273224	-1.288461538	0.66552901	-4.019607843	-0.603571429	0.3	2.351851852	-2.554054054	-1.523148148	1.438095238	0.228723404	-1.738589212	0.747619048	-0.996108949	-1.248995984	-1.023255814	2.458745875	-0.028795812	1.284768212	1.585915493	1.959866221	-0.495215311	-0.816860465	-0.275071633	0.819047619	0.807860262	-1.522788204
Q00169	-1.422727273	1.316981132	0.12704918	-0.859884837	1.214574899	-0.887550201	-2.10443038	0.075987842	0.233766234	-1.215238095	0.014641288	-0.403726708	-1.146341463	-0.775590551	-1.003076923	2.34893617	-0.559405941	0.437632135	-0.146226415	0.817829457	-1.094420601	-0.109452736	-2.30952381	3.072580645	0.438016529	-0.703703704	-0.415841584	-0.287822878	-0.099585062	0.3	-1.317948718	1.003703704	-0.244117647	1.612794613	-0.507194245	-0.026785714	-0.544247788	1.296551724	-0.807692308	-0.426008969	-0.201716738	-0.747663551	-1.105121294	-0.408	-0.372881356	-1.129166667	-0.745283019	0.053658537	-0.484848485	0.753246753	-1.402234637	0.810810811	-1.338709677	0.354085603	-1.128676471	0.094890511	-2.816239316	-0.405109489	-1.470588235	-0.390243902	0.532994924	-1.127962085	-1.650746269	0.344339623	-0.533653846	1.469945355	-0.679487179	0.914675768	0.811764706	0.435714286	0.284210526	1.382716049	-0.27027027	1.564814815	0.711111111	0.106382979	0.410788382	-0.30952381	-0.988326848	0.212851406	-0.197674419	0.135313531	-1.489528796	1.513245033	1.43943662	-0.585284281	-1.421052632	-0.552325581	0.361031519	0.2	0.148471616	0.530831099
P48739	-0.640909091	0.166037736	-0.204918033	-0.975047985	-1.983805668	0.863453815	-1.183544304	-0.243161094	-0.694805195	0.51047619	0.503660322	0.807453416	-0.398373984	0.275590551	-0.243076923	0.655319149	0.381188119	-1.731501057	0.245283019	0.744186047	-1.527896996	-0.119402985	0.387755102	0.842741935	0.033057851	-0.016460905	0.321782178	0.143911439	-0.647302905	1.25	-0.666666667	-0.644444444	0.782352941	-1.609427609	-0.172661871	-1.732142857	0.309734513	-2.406896552	1.206730769	-0.121076233	-1.356223176	1.35046729	0.911051213	-0.228	-0.086629002	1.445833333	0.471698113	-1.72195122	-0.73989899	0	1.396648045	1.151033386	-1.536290323	-1.392996109	-0.172794118	0.635036496	1.397435897	0.350364964	-1.153846154	0.029268293	0.365482234	-1.208530806	-1.307462687	-1.287735849	0.581730769	-0.355191257	-1.304487179	-0.781569966	1.215686275	0.764285714	-0.568421053	1.512345679	1.045045045	1.421296296	-0.974603175	0.867021277	-0.917012448	-0.985714286	-1.167315175	-0.666666667	0.798449612	0.069306931	-0.897905759	-0.225165563	0.791549296	0.337792642	-0.349282297	-1.648255814	0.742120344	-0.795238095	-1.052401747	0.273458445
Q9UKF7	-0.531818182	-0.445283019	-1.016393443	-1.842610365	1.08097166	-2.313253012	-0.806962025	-1.392097264	0.944805195	-3.813333333	-0.363103953	-2.891304348	-1.890243902	-0.149606299	1.163076923	-0.65106383	-0.004950495	3.799154334	0.297169811	1.050387597	-2.253218884	-1.293532338	0.115646259	1.209677419	2.917355372	-0.687242798	0.396039604	-1.011070111	-0.580912863	1.85	-0.241025641	0.233333333	0.176470588	0.821548822	-1.870503597	1.571428571	-1.066371681	1.551724138	0.620192308	-1.304932735	-1	0.186915888	-0.64690027	-0.4	-0.50094162	0.366666667	-2.613207547	0.848780488	0.643939394	-0.512987013	-1.980446927	-0.575516693	-2.548387097	1.937743191	-2.466911765	-0.405109489	0.495726496	0.47810219	-0.316742081	0.365853659	-0.467005076	-2.862559242	-1.707462687	-0.533018868	0.711538462	2.25136612	-0.916666667	0.423208191	-0.588235294	-0.828571429	1.026315789	0.012345679	-0.396396396	-1.305555556	2.622222222	0.159574468	-0.912863071	1.39047619	-2.237354086	0.899598394	-2.562015504	0.323432343	-3.232984293	-0.119205298	1.338028169	-1.394648829	-2.789473684	-1.834302326	0.263610315	0.638095238	2.305676856	-0.252010724
