	TW688	TW689	TW690	TW691	TW692	TW693	TW694	TW695	TW696	TW697	TW698	TW699	TW700	TW701	TW703	TW704	TW705	TW706	TW707	TW708	TW709	TW710	TW711	TW712	TW713	TW714	TW715	TW716	TW717	TW719	TW720	TW721	TW722	TW723	TW724	TW725	TW726	TW727	TW728	TW729	TW730	TW731	TW732	TW733	TW735	TW736	TW737	TW738	TW739	TW740	TW741	TW742	TW743	TW744	TW745
A6NIZ1;P61224	2.530930699	3.983515963	4.379630729	4.274054406	3.983502755	4.601790098	2.452410103	3.384749076	4.091913884	4.387554918	3.396154905	3.54669639	4.452125965	4.604575664	2.924716088	3.741264731	4.509956614	4.057781274	3.121321353	4.151187677	3.456131677	4.172853461	3.695793259	3.080223964	3.059155302	3.174938787	4.396381176	3.220255915	2.955210896	4.055613833	3.16026675	4.265691669	3.781787182	4.255841499	3.506999797	2.114324921	2.676109503	3.436968769	3.581980914	2.914949084	1.167417808	4.793254663	2.556406641	2.541099433	3.042505319	3.418603875	4.213422485	2.498679933	3.359612198	3.451399001	3.767415813	3.527190912	2.367073556	2.700366958	2.564133239
A6NKD9	-1.187797677	-2.805721345	-2.163341785	NA	NA	-3.767839119	-2.090038551	NA	-2.433916501	-6.690390262	-2.802479001	-2.948903492	NA	-4.647918892	-3.066518292	-3.308990643	-3.429818386	-5.342407857	-2.701269611	-3.838462692	-2.274045348	-4.657216718	-3.475763868	-3.09995863	-1.303573434	-2.102567801	-2.827553729	-2.94267774	-1.046395929	-2.973600576	-2.42420559	NA	-2.923573804	-3.813036884	-3.185357087	-1.827612597	NA	-2.42921516	-2.924660036	-2.254493316	-1.582766851	-2.624486585	-1.284973817	NA	-3.572411529	-2.419018777	-2.660408242	-2.315920061	-2.165656378	-2.583765372	-2.76290221	-1.753054455	-2.619346381	-2.276276133	-3.828561846
A8MVW0	1.622051378	-1.057895124	-2.437008351	NA	NA	-2.372623855	-2.064292738	NA	-2.811144361	NA	0.849268503	-2.348753756	-4.439862437	-3.385924183	-1.172946606	1.039852489	-3.402213854	-1.85649199	-4.586303924	-3.299287271	-0.795052758	-2.641164185	0.664557282	0.639060312	-1.076104626	1.151761352	NA	-1.812037843	-1.105662285	1.482012445	-0.782103785	NA	-2.928861271	-1.156904955	-0.788387585	-0.149273587	NA	2.130143779	-2.76414979	-2.430791665	-0.878970918	-1.595328023	-1.338508942	-2.407025917	2.690843585	-0.682875625	NA	-2.134845603	-1.708837488	1.91042617	-3.965140849	-1.043702492	1.99140647	1.739838804	-2.383143759
A9UHW6	-3.814854784	NA	NA	NA	-1.176787941	-1.856785675	-2.254302595	-1.040092718	NA	-3.249690874	NA	-1.795800767	-1.325615353	NA	-3.213153866	-3.382239714	-2.394149593	-2.95593101	-2.536699458	-1.254119119	-2.443209052	-3.277191709	-2.334555509	-3.193966319	-1.457961637	NA	-0.862821923	-0.762717167	-2.946083718	-3.287944957	-2.717247894	-1.992536374	-1.908117188	-1.742263669	-2.696238673	-1.239392949	-0.905042419	-3.002230013	-1.898251518	-2.439459988	NA	-2.94218284	-2.697255229	-2.101929089	NA	-2.298497021	-2.196772833	-4.874307404	NA	NA	-2.320543287	-2.820547455	NA	-3.939870508	-1.582508189
B2RTY4	-1.778865741	-2.802322083	-2.177795875	-1.384530411	-2.610254721	-3.154379315	-3.240222142	-3.978621429	NA	-2.779706539	-1.13037481	-3.076795018	-3.928261603	-1.995839992	-3.155108766	-0.906486029	-4.334777216	-2.946865607	-3.402999563	-2.197044852	-1.340123351	-2.530695556	-2.365490502	-2.068804894	-2.344172682	-1.730791147	-2.627926489	-1.420219741	-2.472730117	-0.646760297	NA	-3.585423353	-2.748073392	-1.888729231	-1.455398995	-1.190571581	NA	-0.531513791	-2.291339956	NA	-3.092985977	NA	-2.822139006	-2.019835867	0.230920827	-2.794006325	-2.007996006	-0.127602705	-2.137474941	-1.643930009	-3.054642704	-0.945393498	-0.61792261	-2.417839693	-1.847367332
B9A064	3.4930179	3.639528173	2.25173542	4.669241093	2.182320546	1.810598749	2.173557785	4.309984392	3.596823914	2.212362314	3.55767073	3.77617047	3.973908455	3.459211441	1.504839116	1.755562564	3.12545213	3.269580198	1.09829045	2.212385493	0.498064009	2.979667458	1.803476084	1.962860979	2.101845035	2.537540105	4.615112747	4.008959118	2.144229567	0.235638794	2.967421432	4.518782438	4.352210838	1.747545871	1.704384458	2.342899254	3.5782304	0.678250767	2.145394224	2.04310512	4.140963073	4.246669338	4.697949182	3.773775147	0.971915552	4.734779191	3.206882167	3.940198144	4.956767608	-0.015238846	3.809327634	0.898737372	2.90169829	-0.342748575	4.162377879
C9JLW8	0.872609459	-1.91797784	-1.917925388	-1.493104705	NA	0.076572724	1.87232786	NA	1.019088809	-2.470327399	-1.249046665	-1.560358061	NA	0.367451453	3.24488535	-1.938864799	-1.068987371	-0.069071286	-0.845157119	-3.729969381	-0.696662226	0.480235141	0.246912956	0.189579734	-0.001248906	0.7633847	NA	-2.156588049	2.133104464	2.274837256	1.228802873	NA	-1.58427447	-3.419487329	0.915424055	2.841613937	-4.105998894	2.333863865	-0.528349814	1.638470259	2.014272819	-0.047297155	2.149551197	1.0622043	3.299355515	1.118890924	-3.035708613	-0.023479599	-0.535863742	1.66277651	-0.101668614	3.658234306	2.003825794	1.398932567	-0.83459311
E9PAV3	3.671006512	2.955744635	2.178576748	1.968648748	0.736912055	2.780417966	3.808958534	1.537905246	4.268365648	2.547916063	1.657295211	2.995292688	0.557134621	3.23272166	4.615041664	1.274791757	3.306393459	3.241515399	3.188097077	1.943724357	1.755480755	3.015791333	3.190324303	2.901668087	2.962094393	3.01193079	2.273720422	2.084094841	5.161665433	3.221979944	4.660916137	1.239767249	1.670759262	1.554983381	2.653932158	4.325899653	2.259472794	3.470342696	2.882840722	4.726665769	4.56316563	3.164637955	3.229130015	3.917880123	3.904476219	3.888425787	2.629790928	1.006264873	2.428502512	2.921558293	2.890727287	4.857398129	3.580050714	2.856401165	2.322430357
L0R819	1.476829947	-0.329882158	-3.042060385	-1.505280454	NA	-0.200631398	1.530387918	NA	1.718696155	-0.513007487	-1.39912564	0.095910962	NA	-0.022006554	3.521995485	-1.519006216	-0.037824328	1.162491381	1.036570233	-4.679566243	-1.472798913	-0.179459909	0.371830201	0.98364438	1.048272707	0.816001817	-0.728261246	-1.105939365	3.172200201	1.483542729	2.477882406	NA	-1.73895519	-1.643447534	1.21447093	2.481043217	NA	1.981333131	0.866331253	3.76916175	2.622564219	0.992201497	1.587867538	0.885209816	2.311938066	1.617786664	-0.991376723	-0.077035408	-0.747302935	1.954714241	-0.18355197	3.383750275	1.593489707	1.689676525	-1.110955366
O00115	-1.366687249	-0.732472872	NA	-0.062758695	-1.692662586	-1.099360681	0.147265048	-1.565037101	0.574622453	-1.18371274	NA	-0.368115423	-3.174925776	-0.027042525	1.038559472	NA	-0.880474665	-0.672369255	-1.103689032	-2.031545671	-1.407302357	-0.12352209	-0.396940565	-1.885893177	-1.294530782	-4.636890377	-0.658555963	-2.154488686	1.470639481	-0.803423012	0.455152421	-1.124253495	-0.155461151	-2.266253687	-1.259418205	0.733041623	-0.460006821	-0.86872136	-0.755683268	0.500294556	0.1028936	-1.579522431	-0.531161574	0.185930033	-0.302109923	NA	-0.30867218	-0.386194197	NA	-1.092531494	-0.085375554	1.403802412	-0.519778694	-2.457789687	-1.495102211
O00139	0.944121438	0.747484671	0.636543079	-1.79590686	0.038494162	0.438164411	0.449870227	0.40366399	-0.499074125	-0.693106003	1.78828948	0.743190727	0.214568083	0.602753962	-0.764696186	1.991951121	0.095406289	0.626200953	0.277906097	1.1418669	1.655003119	0.425195337	1.154969171	1.095769459	1.026095288	1.529621711	0.335461413	1.668751982	-0.914161781	1.075116073	0.1111504	0.418521904	0.90121663	1.397097308	0.415042366	0.132357187	0.271753373	1.171174164	0.37358662	-0.146347309	0.783657699	0.244323912	1.124303649	-1.130396071	0.201297479	-0.017623916	-0.155147169	-0.439367365	1.374597477	1.163609651	0.50762669	0.24120324	0.638531549	0.965264534	0.721200133
O00151	-0.341656925	1.075051113	2.58048822	0.360610477	-1.250780278	4.750745774	0.275432764	-2.90590732	3.266776782	0.832160544	0.696380572	1.326552326	NA	1.229922122	3.407672941	-2.666218745	2.341648576	0.22618088	1.833063323	1.020697773	-0.934137194	1.187271317	0.627348239	-0.873423344	0.739828792	0.035900996	3.749210816	-0.268467735	3.270072895	-1.338427688	0.228479002	-0.827019908	0.476934687	-2.598316758	-1.308471547	0.843903783	-0.332708411	-2.093031868	0.763529979	3.399923226	1.462025636	2.997911965	1.945040552	1.355263467	-0.697950766	3.357827777	2.032552287	1.486273178	1.217864997	-1.445725762	2.28892404	0.619158182	-0.115506524	-1.067943652	0.564587974
O00154	4.793252316	3.022737575	2.416060987	0.223502519	2.343027867	1.125448791	2.204096172	1.12057572	2.482796407	0.944394537	4.631597947	3.442480267	2.5296762	2.4085906	1.889141587	4.831072693	1.109687691	3.781550145	1.011073027	2.712279913	3.414457297	-0.909321816	3.58708768	4.427478897	3.859739473	4.807680732	1.224529744	4.073666597	2.817265197	4.572617213	4.184321077	1.052975738	3.351665595	2.827128697	3.041138929	3.27912869	2.109666459	4.697634137	1.593760985	1.55565302	4.276077888	1.784051964	4.891626085	0.70967071	4.235434352	2.907508346	0.471900383	2.552022488	4.4626467	4.410854163	2.266196653	3.678478058	4.762346909	4.740619893	2.864577358
O00159	NA	-0.708119201	-0.029842518	0.047060848	0.61506047	1.163703715	-0.557537023	-0.228127981	-1.897803594	0.181626976	-1.872529735	-1.100104214	0.713300904	-1.217821605	-1.480291702	-1.7903164	-0.879726863	-1.000584421	-0.466362745	1.123877951	-0.165550928	0.890886491	-1.181475458	-2.532286142	-1.642888543	NA	-0.100600021	-0.334897564	-1.830975039	-2.218244064	NA	-0.692473252	-0.155012427	-0.738989631	-1.923854846	-2.282986559	0.916459726	-1.79337534	-0.050803813	NA	NA	-1.428361286	NA	-1.076852474	NA	NA	1.305821166	-0.319398156	-1.649008602	-1.728270361	-0.310687051	-2.670238324	NA	NA	-0.876134049
O00161	0.428600145	2.520892559	2.548041281	2.681219235	0.378197141	2.115396583	0.185666021	0.752180809	3.927088105	2.303863081	0.491398705	-0.026365812	1.08199154	3.155696918	1.343303217	-0.889603179	1.331861802	0.362962581	1.826283799	0.622614325	-0.778524978	1.427921697	0.189751277	-0.52218976	-1.0986489	-0.40731928	2.51414267	-0.676271062	2.498424047	0.098200653	1.319663187	1.524589749	1.288906894	0.847872677	0.614978233	-1.194931712	-0.657539766	-0.780793678	0.064314011	-0.797846768	-1.069108126	3.428285911	-0.1656601	2.802432819	-0.166803743	1.985336002	2.304089538	2.467202438	0.881229162	-1.098552997	0.793942791	1.378010011	0.690172275	0.572365952	0.169932054
O00165	-0.201338231	-1.091409698	-0.597735621	-2.260815863	-3.114842242	-1.566017533	-1.728340979	-1.359219633	0.090267312	-1.257137231	0.118550675	-1.745884369	NA	-1.690951142	-1.219220014	-0.916385611	-0.37603823	-2.369803315	-0.168346309	-2.021927867	-1.219287066	-1.093951679	-0.939967214	-0.81635354	-1.97133498	0.22319964	-0.177549641	-2.122022427	-0.573868258	-0.660785306	-0.856397403	-2.710758193	-0.579317975	-1.709440747	-1.437193354	-0.864646133	-3.975003541	-1.061869547	-1.49924429	-1.366462123	-0.816530709	-1.786783779	-1.455367022	-0.428779647	-0.531397788	0.042294389	-1.374416822	-1.366204065	-1.241553869	-1.890171814	-0.483785763	NA	0.541162277	-0.873238416	-0.598350917
O00168	4.09587982	2.0818264	5.570309935	2.835104361	-1.652000665	0.627193003	0.813656931	-0.386995035	4.194786614	-0.212155762	4.641262315	0.485982426	0.041924466	2.792109163	1.801323303	4.471394939	1.070259223	3.005396956	1.855227068	3.424865425	3.200816609	3.029424458	4.291250136	3.349127064	0.769935555	4.765382001	1.947007414	-3.170643137	3.392616771	4.967341388	4.039536017	0.474551045	3.720716773	4.05831121	3.836668271	0.069310712	NA	4.328496921	2.686387285	0.152884876	-0.230752429	5.154771768	1.915461526	2.064080076	4.76533109	1.255735633	2.975591995	3.104406591	1.225308287	4.96459448	-0.129301167	2.346806844	5.277244546	4.919676048	-1.211087366
O00170	-0.367658824	-0.501257782	-0.603099833	-1.605086281	-0.963102787	0.001691304	0.100073937	-0.951170002	-1.729121176	0.262969332	0.275571844	-0.165590739	-1.002111863	-0.781127643	-0.617149151	-0.079672248	-0.303289855	-0.280916172	-0.160945511	0.295851383	0.500424904	0.334002443	-0.269320508	0.360094202	0.617806203	-0.456674008	-0.324428859	0.211568626	-1.849272461	-0.441580467	-1.143323223	-1.356503362	-0.265083467	-0.068780983	-0.265672624	0.189592579	-1.317471247	-0.436352513	0.227172077	-0.443836648	-0.955094348	-0.399501307	-0.828784973	-0.630662292	-0.130665877	NA	0.070522414	-2.759656779	0.133489956	-0.365951643	0.231835905	-0.625747126	-0.373832152	0.502836261	1.586964862
O00178	-2.294487193	0.298965747	-0.944979441	-2.339165667	-0.567431629	-0.315591186	-0.537125788	-1.133664099	-2.337870395	-0.675089885	-1.136191894	-1.187114937	-0.833846945	-0.838055162	-1.824770083	-0.920422758	-0.493218936	-1.761423316	-1.048728409	-1.391593179	-0.583600883	-2.067570831	-0.716630136	-1.810680501	-0.963044607	-0.982632181	-1.114283473	0.078196282	-2.473328951	-2.01984974	-1.758160335	-1.040111999	-1.608899959	-0.838498237	-0.954895395	-1.345409403	0.047147142	-2.081463442	-1.849753719	-0.388957988	-2.482241487	-1.46531399	-1.854666113	-1.775397642	-2.33506567	-1.456600036	-0.994529844	-1.667704308	-1.059966248	-1.998687038	-1.72742995	-1.15187731	-1.725269536	-2.879903484	-0.151621307
O00182	NA	-2.464003753	-2.073794681	-0.58717583	-1.293750099	-1.601881993	-0.571471284	-1.627548875	-1.141285989	-0.266787424	NA	-1.698531171	-0.822165765	-1.698467604	-3.337080056	-3.176105631	-1.664925818	-1.017161949	-0.406409071	-1.139062111	0.057696952	0.068391538	-1.477216303	-1.816607162	-0.263069256	NA	-1.54371978	-2.346074337	NA	-2.0284843	-0.906566334	-1.48855702	-0.847391549	-0.103486868	-1.661984865	0.517832858	-1.683907209	-5.268236701	0.210009463	-3.792425769	NA	-3.816091593	-4.223668387	-0.42627402	-3.283812225	-2.494495283	1.284639781	NA	-3.838563694	-4.691303558	-0.654167916	-3.471467521	NA	-3.337239432	0.095681822
O00186	-0.801053705	-0.515334175	0.440403767	0.426022492	1.184996376	0.462427338	0.406849411	1.65400792	-1.573704549	0.568371369	0.02763725	0.247647751	0.295786497	0.53726545	-0.633278704	0.172361838	-0.186309564	0.316589299	0.569419403	0.931369564	0.821912347	0.705893759	-0.115264305	0.509373536	0.495288944	-1.290613556	0.684597103	0.239401106	-1.329244746	0.343515409	-1.720977945	0.727145391	0.701979317	1.200303298	0.102806786	-0.163156113	0.643892511	-0.245607342	1.07097917	-0.307924116	NA	0.047654388	-1.03542401	-0.163014395	-0.185259988	-1.435683069	0.483341295	0.279046187	-0.017775427	-0.122308024	0.66559727	-0.77560392	-1.243703251	0.420133587	-0.553461081
O00192	-2.525413273	-1.605259033	-1.189725288	NA	-2.820805224	-1.249715319	-2.632756914	-5.31112297	-3.00971683	-3.770159248	-2.281161376	-1.325377512	NA	-2.305923463	-0.612662406	-1.323233777	-1.194949126	-1.929857118	-0.524746028	-0.722316508	-0.492884565	-1.506796269	-1.911431765	-2.079776851	-1.609018749	-2.68486813	-5.236208287	-0.709302884	-3.269037518	-1.964107677	-3.623626985	-3.826007892	-2.432025929	-0.876380611	-1.259727856	-1.469490274	-2.764685078	-1.558004811	-0.859022823	-0.100819858	-3.017282461	-2.355041495	-2.238088699	-2.525223727	-1.114292574	-2.054032193	-1.589990502	NA	-3.193975782	-1.761514275	-1.776057857	-2.38494319	-1.809514691	-1.807316338	-1.223103289
O00193	-0.776344741	-1.274173356	-2.453561113	-1.570203698	NA	0.163495124	2.071986862	-5.350837134	0.304053662	-2.081270727	-2.541903538	-1.047707497	NA	0.998699895	1.973712787	-2.986475564	-0.976240131	-0.09264068	-0.252204834	-2.295539416	-0.610262793	0.725810932	0.235594953	-1.276825547	-0.838098369	-0.171020873	-0.948123787	-1.328270833	2.5465712	1.473037888	0.759383261	NA	-2.986859255	-2.4724164	-0.717538009	2.486943714	NA	1.732690382	-1.295644279	1.39378576	1.227518172	-0.389940362	-0.177114219	1.066683466	2.267819942	0.252271778	-1.40070242	NA	-1.158636054	0.334707381	0.656145422	3.334814539	1.419429022	-0.14843974	-0.544242891
O00194	1.152010602	-0.881733798	2.074104938	-0.712354533	-0.029731597	1.530872658	-2.41857527	-0.04293113	-1.225319038	0.23213434	1.001986853	-1.201967394	0.038046949	1.237334521	NA	3.331587592	-1.853192795	-3.49521874	-1.510754088	-0.859177221	0.958039636	-0.462164419	1.458475486	0.702740185	-2.008890738	0.391491981	0.113477348	-2.693812195	-1.843001539	2.42106073	-2.232351396	0.060209866	0.019270526	-1.868379231	-1.73400716	-4.320937097	NA	2.143632394	-4.073861445	NA	NA	1.910128385	-4.696071994	-0.407477116	1.853237998	-2.491225562	-1.466325918	-0.620940673	0.138952549	2.332135552	0.019303209	-2.891778695	1.970639584	0.799195913	-2.272267237
O00203	-1.552999775	-0.497855257	0.223345333	0.76482053	1.765079504	0.703928892	0.608392758	1.975478462	-0.628333236	1.389934414	-1.488131698	0.228480013	1.447891682	0.109360299	-0.262834816	-0.632709564	1.232842669	0.002183819	0.665134966	1.073967404	0.932468856	1.237243648	-0.22319659	-0.141974111	0.115581244	-2.05728192	1.497612985	0.839464199	-2.30798133	-0.57477455	-1.832440038	2.075707393	0.188894389	0.694079246	-0.644753724	0.302455805	2.095865583	-2.054963578	0.913596608	-0.72731036	NA	0.208461507	-1.322649665	0.406193938	-2.197479461	-0.108387513	1.223901135	0.957357864	0.286286733	-1.649622454	1.006465151	-1.153275186	-2.502928227	-1.380442489	1.119980617
O00213	-2.145301378	-3.254848241	-2.669268276	NA	-3.547484598	-2.869230838	-2.86974913	-2.675945379	-4.79788574	-4.662737633	-1.761637341	-3.149046679	-4.661378294	-3.385767013	-2.228911979	-0.591267557	-3.708193701	-2.687475331	-3.397985893	-2.16192521	-1.837948691	-3.569582471	-2.360339559	-1.522298398	-2.344601936	-1.868371808	-3.533330376	-3.250918185	-4.607051383	-1.012246795	-3.555685676	-3.269421876	-2.174619012	-1.823509388	-2.374590843	-1.885241811	-2.959153218	-1.371654097	-2.351041646	-3.525546395	NA	NA	-2.807133892	-3.563252781	-1.188229521	-3.619311082	-3.502606102	NA	-2.66362394	-1.774698729	-2.922117094	-2.660909142	-2.095730222	-1.324834476	-2.223880753
O00217	1.850752003	1.561118761	1.589928975	1.075619112	-0.027953243	0.097108851	-0.030553091	0.640259818	0.94885204	0.581102288	3.046878814	0.697604854	0.106853664	1.366522913	-0.205162811	1.947471527	0.271524092	0.526515399	0.070588911	0.437727356	1.255119298	0.529807928	1.445119042	1.329262797	0.452064504	2.355885569	0.296452935	0.498125084	0.632887486	1.382352456	0.267934147	0.820042619	0.817356747	1.039135751	0.594132905	-0.042625653	0.16456236	1.65357428	-0.543883202	0.199730344	0.892090227	-1.440789755	0.743568431	-0.633886847	0.023021831	0.981506863	-0.123492836	1.520682695	1.441152702	1.663117196	-0.128930642	-1.749160961	1.799807443	0.918632575	0.572607052
O00231	1.018981729	0.746988001	1.014787157	0.877145159	2.399468742	1.756078821	2.294975223	3.150609793	0.245952721	1.524050975	0.83551093	1.953620894	2.078932477	1.23397329	1.281889701	1.734688236	1.531640792	1.245652042	1.81355735	1.784295333	1.538720295	1.626805059	1.298615933	1.31258069	2.34566398	0.805804779	1.179879272	2.718624292	0.387195919	1.366294911	1.150005603	1.703952271	1.522237941	1.533249848	0.956383268	1.326589188	2.875494693	0.947119756	1.666741489	1.245770775	-0.178610295	0.51372425	0.761458512	1.362544509	0.72687508	0.79932943	1.475208227	1.098106472	1.004939206	0.564540676	1.688400183	1.68287109	1.194608209	1.12131508	2.483679653
O00232	0.528859777	0.616046429	0.571910861	0.855622652	2.257498827	1.367611488	1.883078722	2.773308546	0.234958828	1.142037604	0.495625629	1.477536112	1.853117845	0.91145035	0.741138587	1.279873546	1.258951869	0.91314957	1.411814511	1.53014892	1.129825285	1.321705693	0.981820482	0.971529326	1.850096217	0.611654833	1.090778919	2.169599199	0.047256729	0.979785975	0.914650839	1.888453498	1.025237877	1.259247181	0.740671905	0.980140991	2.62106835	0.571454319	1.241783961	1.069120014	-0.536584721	0.695728682	0.363235888	0.623794195	0.142097824	0.646247941	1.258690026	1.064414229	1.029686432	0.490074718	1.398411678	1.174677455	0.681652232	0.782443183	2.053150853
O00233	3.898357756	3.999693671	2.879882793	2.898065988	2.200923992	2.508164861	3.073406859	0.269438566	4.252667391	2.194750711	2.836557485	1.976256599	0.625246328	3.34667944	4.290960442	1.356710082	2.450558868	2.446415688	2.207592488	1.69875904	1.520491934	2.608652223	2.527728324	2.603049053	2.420232909	3.150971824	2.882858095	1.105720146	4.804221217	3.295740852	4.096524222	1.299638813	2.09243839	1.326150745	2.493340109	3.312137276	-0.015233704	3.331427544	2.910624984	4.19733518	4.223581829	4.518396455	3.91085354	3.015250315	3.96105768	3.653756451	2.309971149	2.977971177	3.645601719	2.863151723	2.947934744	5.379808264	3.701422275	3.390461564	1.481710557
